run_id,mcs,drop_turn_mean,mcs_auc,mcs_n
v2_experiments_ctx_cliff_20260228_064345_qwen_14b_t0_qwen2_5_14b_d09c02f1,0.3333,7.0,0.7,60
v2_experiments_ctx_cliff_20260228_065058_qwen_14b_t0_qwen2_5_14b_73f8022b,0.3333,7.0,0.7,60
v2_experiments_ctx_cliff_20260228_070011_qwen_14b_t0_qwen2_5_14b_9df16595,1.0,,1.0,60
v2_experiments_ctx_cliff_20260228_070708_qwen_14b_t0_qwen2_5_14b_15f38404,1.0,,1.0,60
v2_experiments_ctx_cliff_20260228_071405_qwen_14b_t0_qwen2_5_14b_86afdb5d,1.0,,1.0,60
